0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,1,0.71339,0.44113,0.75505,0.56451,0.64876,0.62685,0.55305,0.7077,0.75496,0.56425,0.87352,0.65131,0.44646,0.62841,0.69418,0.53055,0.62517,0.90499,0.77906,0.71155,0.86576,0.7951,0.70341,0.55166,0.80337,0.84184,0.84189,0.743,0.83187,0.84184,0.75819,0.73166,0.67339,0.74584,0.7951,0.85489,0.62846,0.79031,0.77524,0.52905,0.46295,0.62846,0.72939,0.87352,0.64729,0.34372,0.6032,0.5363,0.49478,0.6479
1,0.71339,1,0.42851,0.54771,0.76632,0.8475,0.84515,0.76262,0.52308,0.85937,0.76568,0.74554,0.88031,0.3039,0.61501,0.81467,0.71369,0.83743,0.71798,0.82381,0.87381,0.73623,0.8457,0.90474,0.74945,0.80163,0.79438,0.81104,0.8087,0.69725,0.79438,0.85544,0.88489,0.88402,0.83372,0.8457,0.75478,0.85061,0.81746,0.82246,0.71444,0.67528,0.85061,0.8079,0.74554,0.85895,0.50386,0.81856,0.44006,0.49439,0.81713
2,0.44113,0.42851,1,0.29226,0.38065,0.38124,0.42675,0.38135,0.48055,0.42711,0.35915,0.40711,0.41727,0.72698,0.24616,0.34534,0.3303,0.41444,0.37852,0.3798,0.39338,0.38821,0.36219,0.37691,0.35611,0.4047,0.39081,0.37885,0.41664,0.36383,0.39081,0.40685,0.40963,0.39209,0.46057,0.36219,0.3684,0.38254,0.39274,0.41955,0.33413,0.32091,0.38254,0.37603,0.40711,0.42002,0.19477,0.39048,0.65593,0.066645,0.38448
3,0.75505,0.54771,0.29226,1,0.3905,0.50367,0.44308,0.39801,0.62049,0.60089,0.40391,0.71419,0.49621,0.30508,0.52815,0.54928,0.35259,0.46252,0.73389,0.62884,0.55713,0.68009,0.63035,0.5512,0.4148,0.65517,0.6726,0.67404,0.58601,0.6916,0.6726,0.58528,0.5916,0.51034,0.58537,0.63035,0.68271,0.48404,0.61788,0.56525,0.37843,0.28845,0.48404,0.56222,0.71419,0.47595,0.23059,0.44851,0.39546,0.38583,0.4804
4,0.56451,0.76632,0.38065,0.3905,1,0.78863,0.87151,0.89621,0.38869,0.69943,0.86931,0.63534,0.82068,0.30142,0.49499,0.73417,0.77104,0.8273,0.60043,0.71532,0.78264,0.66913,0.72026,0.7917,0.74941,0.65134,0.63747,0.68614,0.71838,0.53298,0.63747,0.76402,0.74629,0.76022,0.68901,0.72026,0.59605,0.80748,0.66809,0.73184,0.68958,0.83106,0.80748,0.71714,0.63534,0.85158,0.57877,0.83274,0.39079,0.52256,0.68964
5,0.64876,0.8475,0.38124,0.50367,0.78863,1,0.86062,0.79614,0.42374,0.75532,0.82397,0.68651,0.86143,0.25559,0.56925,0.76664,0.76223,0.88927,0.65382,0.80377,0.84386,0.69227,0.77741,0.85383,0.80148,0.71765,0.70635,0.75787,0.74268,0.63655,0.70635,0.83333,0.81216,0.87079,0.73174,0.77741,0.66164,0.85555,0.75738,0.72408,0.71978,0.68066,0.85555,0.76748,0.68651,0.90396,0.53921,0.88266,0.41638,0.53069,0.77946
6,0.62685,0.84515,0.42675,0.44308,0.87151,0.86062,1,0.87644,0.44392,0.75457,0.86966,0.67901,0.89376,0.28012,0.5429,0.78304,0.82435,0.9193,0.6436,0.77256,0.83546,0.6933,0.77559,0.85421,0.82578,0.70283,0.69889,0.73033,0.76682,0.60518,0.69889,0.817,0.8017,0.82418,0.73777,0.77559,0.66419,0.86857,0.72752,0.77133,0.73278,0.80287,0.86857,0.77145,0.67901,0.92357,0.60076,0.89993,0.43646,0.50439,0.77213
7,0.55305,0.76262,0.38135,0.39801,0.89621,0.79614,0.87644,1,0.35971,0.68816,0.86597,0.61428,0.81113,0.27772,0.45736,0.70447,0.77539,0.82886,0.57384,0.70586,0.76643,0.63034,0.70861,0.78214,0.73139,0.65205,0.62523,0.66964,0.6941,0.51429,0.62523,0.74523,0.73987,0.7382,0.67354,0.70861,0.58218,0.83276,0.63711,0.70776,0.67472,0.84091,0.83276,0.71207,0.61428,0.85763,0.58095,0.86375,0.40248,0.52357,0.67439
8,0.7077,0.52308,0.48055,0.62049,0.38869,0.42374,0.44392,0.35971,1,0.56584,0.35036,0.67508,0.48525,0.48724,0.46288,0.54215,0.32459,0.42229,0.67852,0.54987,0.53272,0.62919,0.5996,0.50673,0.3963,0.56738,0.64797,0.62029,0.57898,0.63624,0.64797,0.56276,0.53489,0.51336,0.54712,0.5996,0.6622,0.46663,0.62142,0.54556,0.39255,0.27636,0.46663,0.53733,0.67508,0.44481,0.23637,0.41495,0.59586,0.25434,0.52131
9,0.75496,0.85937,0.42711,0.60089,0.69943,0.75532,0.75457,0.68816,0.56584,1,0.69178,0.80343,0.80254,0.30526,0.68737,0.80827,0.63811,0.75278,0.78232,0.83975,0.85778,0.79334,0.87555,0.84045,0.68608,0.8674,0.85093,0.86885,0.82449,0.75226,0.85093,0.85623,0.89745,0.80025,0.89691,0.87555,0.81934,0.78683,0.8523,0.88157,0.66511,0.61311,0.78683,0.84463,0.80343,0.76974,0.47482,0.7408,0.44238,0.53653,0.75801
10,0.56425,0.76568,0.35915,0.40391,0.86931,0.82397,0.86966,0.86597,0.35036,0.69178,1,0.62043,0.80328,0.22928,0.51908,0.74175,0.8068,0.87527,0.59298,0.71987,0.77899,0.67246,0.71144,0.80286,0.80071,0.65947,0.61848,0.68941,0.70684,0.52864,0.61848,0.77593,0.74289,0.76552,0.67248,0.71144,0.58559,0.81415,0.66229,0.73361,0.74309,0.83054,0.81415,0.71368,0.62043,0.8533,0.65361,0.85948,0.39476,0.565,0.70667
11,0.87352,0.74554,0.40711,0.71419,0.63534,0.68651,0.67901,0.61428,0.67508,0.80343,0.62043,1,0.70986,0.41221,0.68806,0.77967,0.5636,0.68296,0.91998,0.81456,0.77307,0.86897,0.8714,0.77297,0.62076,0.84585,0.90165,0.89503,0.82777,0.85253,0.90165,0.81412,0.79399,0.72146,0.79663,0.8714,0.87302,0.6953,0.83992,0.81021,0.58363,0.53505,0.6953,0.80398,1,0.68985,0.36924,0.66665,0.47473,0.49454,0.6909
